0, --position="-0.009669, -0.144951, 0.108140" --orientation="0.210024, 0.915160, 0.343654, 0.016528", 0.741096, 0.000000, best_grasp
0, --position="0.016806, -0.027324, 0.159793" --orientation="0.692963, 0.713000, -0.043187, 0.097811", 0.158876, 0.008972
1, --position="0.049710, -0.097937, 0.100158" --orientation="0.793831, 0.562111, -0.062259, -0.223579", 0.301947, 0.072527
2, --position="0.000004, -0.096070, 0.141440" --orientation="0.279933, 0.955996, 0.078091, 0.040143", 0.417344, 0.072527
3, --position="0.021358, -0.098965, 0.142374" --orientation="0.985126, -0.148295, -0.038287, -0.077906", 0.482321, 0.072527
4, --position="0.041672, -0.083472, 0.139426" --orientation="0.988562, 0.141918, -0.031098, 0.040453", 0.294754, 0.072527
5, --position="-0.040637, -0.166881, 0.055343" --orientation="0.234867, 0.819195, 0.507966, 0.125408", 0.627174, 0.072527
6, --position="0.002247, -0.126721, 0.122653" --orientation="0.986725, 0.001971, 0.025357, -0.160393", 0.265349, 0.072527
7, --position="0.021188, -0.076644, 0.158712" --orientation="0.994628, 0.102125, 0.012848, 0.010947", 0.065580, 0.016917
8, --position="0.006171, -0.076435, 0.163932" --orientation="0.857643, -0.511342, 0.054312, -0.005299", 0.272406, 0.072527
9, --position="-0.070113, -0.077883, 0.093275" --orientation="0.760382, 0.570066, 0.298122, 0.089258", 0.249472, 0.072527
10, --position="0.101612, -0.115021, 0.087392" --orientation="0.772060, 0.479062, -0.223388, -0.352875", 0.404899, 0.072527
11, --position="0.029413, -0.036819, 0.138991" --orientation="0.908176, 0.396396, -0.091596, 0.098468", 0.317539, 0.064583
12, --position="0.000269, -0.072074, 0.153874" --orientation="0.131932, 0.990279, -0.020483, 0.038997", 0.332680, 0.072527
13, --position="-0.065798, -0.062548, 0.104548" --orientation="0.759073, 0.551539, 0.270349, 0.215694", 0.484850, 0.072527
14, --position="0.044291, -0.039145, 0.132777" --orientation="0.842427, 0.516125, -0.116095, 0.102244", 0.475991, 0.064583
15, --position="0.015895, -0.099850, 0.105840" --orientation="0.683550, 0.721057, 0.085793, -0.074000", 0.242451, 0.072527
16, --position="0.058551, -0.043859, 0.156260" --orientation="0.978122, 0.157902, -0.111340, 0.077122", 0.162743, 0.008972
17, --position="0.015612, -0.065353, 0.136287" --orientation="0.921730, 0.387081, -0.014329, -0.019409", 0.176262, 0.072527
18, --position="0.034446, -0.067266, 0.158487" --orientation="0.991124, -0.114773, -0.053847, 0.040010", 0.238929, 0.072527
19, --position="-0.009669, -0.144951, 0.108140" --orientation="0.210024, 0.915160, 0.343654, 0.016528", 0.741096, 0.072527
20, --position="0.001626, -0.025395, 0.152850" --orientation="0.609915, 0.771579, -0.097756, 0.152028", 0.118178, 0.008972
21, --position="-0.028059, -0.110168, 0.124397" --orientation="0.358073, 0.911177, 0.177314, 0.100499", 0.524147, 0.072527
22, --position="-0.008063, -0.072295, 0.159155" --orientation="0.814297, 0.577378, 0.054590, 0.023996", 0.118162, 0.008972
23, --position="0.046984, -0.029470, 0.139701" --orientation="0.867546, 0.448200, -0.099027, 0.191506", 0.315345, 0.064583
24, --position="0.017522, -0.069403, 0.164884" --orientation="0.782039, -0.621847, 0.034183, 0.023512", 0.218180, 0.072527
25, --position="0.089057, -0.093933, 0.090523" --orientation="0.750904, 0.519705, -0.255403, -0.317521", 0.497337, 0.072527
26, --position="-0.073269, -0.074381, 0.092643" --orientation="0.733919, 0.575762, 0.319629, 0.166426", 0.396861, 0.072527
27, --position="0.036068, -0.068679, 0.130394" --orientation="0.777326, 0.626619, -0.042469, -0.036175", 0.177524, 0.072527
28, --position="0.036139, -0.032770, 0.135714" --orientation="0.868310, 0.466122, -0.115495, 0.124216", 0.390319, 0.064583
29, --position="-0.033073, -0.154124, 0.092211" --orientation="0.261593, 0.876927, 0.396069, 0.075480", 0.694340, 0.072527
30, --position="-0.043226, -0.134722, 0.092251" --orientation="0.411294, 0.842018, 0.332166, 0.107279", 0.516669, 0.072527
31, --position="0.023883, -0.051323, 0.158134" --orientation="0.698314, 0.712501, -0.045515, 0.051263", 0.090388, 0.008972
32, --position="0.040240, -0.062535, 0.157816" --orientation="0.520981, 0.851177, -0.063839, -0.000660", 0.104213, 0.008972
33, --position="-0.018314, -0.089361, 0.117180" --orientation="0.814826, 0.562207, 0.104573, -0.095111", 0.315306, 0.072527
34, --position="0.070837, -0.143860, 0.072401" --orientation="0.762581, 0.494285, 0.013965, -0.417082", 0.095317, 0.072527
35, --position="-0.083767, -0.075896, 0.070449" --orientation="0.720741, 0.537174, 0.393483, 0.192737", 0.203912, 0.072527
36, --position="0.034031, -0.074812, 0.130374" --orientation="0.910784, 0.403756, -0.073534, -0.045230", 0.365400, 0.072527
37, --position="0.102377, -0.121243, 0.059668" --orientation="0.712531, 0.458640, -0.246881, -0.470105", 0.448108, 0.072527
38, --position="0.013771, -0.118497, 0.083085" --orientation="0.978931, 0.006743, -0.014752, -0.203544", 0.123143, 0.072527
39, --position="0.016677, -0.022858, 0.144339" --orientation="0.876244, 0.458296, -0.097382, 0.112595", 0.441712, 0.064583
40, --position="-0.007164, -0.118356, 0.137095" --orientation="0.163115, 0.964454, 0.202899, 0.045322", 0.642105, 0.072527
41, --position="0.027874, -0.035563, 0.133625" --orientation="0.673802, 0.721835, -0.110954, 0.112398", 0.542288, 0.072527
42, --position="0.030063, -0.041698, 0.151320" --orientation="0.935737, 0.327249, -0.051455, 0.121062", 0.215695, 0.056638
43, --position="0.077964, -0.116215, 0.085218" --orientation="0.772877, 0.528860, -0.115025, -0.331268", 0.317982, 0.072527
44, --position="0.050065, -0.109851, 0.146799" --orientation="0.950652, -0.120072, -0.094265, -0.270107", 0.163357, 0.008972
45, --position="0.042555, -0.045957, 0.148112" --orientation="0.918895, 0.372121, -0.066466, 0.112873", 0.419925, 0.056638
46, --position="-0.071791, -0.052408, 0.108646" --orientation="0.721082, 0.620672, 0.210919, 0.224321", 0.356269, 0.072527
47, --position="0.016913, -0.027953, 0.152990" --orientation="0.862781, 0.474726, -0.139723, 0.103541", 0.127147, 0.008972
48, --position="-0.031882, -0.166988, 0.061146" --orientation="0.213923, 0.818436, 0.527117, 0.080919", 0.697129, 0.072527
49, --position="0.050917, -0.111094, 0.152848" --orientation="0.476473, 0.860823, 0.068040, -0.165313", 0.070728, 0.008972
50, --position="0.012939, -0.054832, 0.133611" --orientation="0.616791, 0.782540, -0.067235, 0.051760", 0.277314, 0.072527
51, --position="0.032918, -0.063260, 0.138480" --orientation="0.987842, 0.142705, -0.055875, 0.026105", 0.209920, 0.072527
52, --position="0.040175, -0.092190, 0.140912" --orientation="0.996703, 0.074130, -0.021574, -0.024941", 0.115884, 0.072527
53, --position="0.006455, -0.137338, 0.125336" --orientation="0.959580, -0.171533, -0.014604, -0.222644", 0.341770, 0.072527
54, --position="0.055432, -0.073186, 0.125508" --orientation="0.735500, 0.658290, -0.131699, -0.091374", 0.382535, 0.072527
55, --position="0.032495, -0.065952, 0.141507" --orientation="0.884323, 0.466130, -0.021860, 0.014776", 0.135716, 0.064583
56, --position="0.028527, -0.030292, 0.155893" --orientation="0.760304, 0.636427, -0.082315, 0.100618", 0.161506, 0.008972
57, --position="0.014218, -0.092474, 0.156299" --orientation="0.935443, -0.348066, -0.002088, -0.061576", 0.417797, 0.072527
58, --position="-0.017158, -0.125258, 0.125212" --orientation="0.265149, 0.934360, 0.231964, 0.053475", 0.638156, 0.072527
59, --position="-0.008494, -0.079463, 0.118624" --orientation="0.786179, 0.611581, 0.088111, -0.011299", 0.423403, 0.072527
60, --position="-0.037693, -0.119708, 0.111642" --orientation="0.419187, 0.868651, 0.237897, 0.114600", 0.362132, 0.072527
61, --position="-0.004353, -0.148574, 0.099477" --orientation="0.165883, 0.904570, 0.392625, 0.009045", 0.735060, 0.072527
62, --position="0.003685, -0.065869, 0.158672" --orientation="0.973475, 0.216347, 0.065877, 0.034644", 0.088870, 0.016917
63, --position="0.000932, -0.147360, 0.118025" --orientation="0.956303, -0.147978, -0.001575, -0.252159", 0.297359, 0.072527
64, --position="0.061582, -0.106262, 0.108042" --orientation="0.735718, 0.634156, -0.052534, -0.231960", 0.386900, 0.072527
65, --position="0.002724, -0.053036, 0.145980" --orientation="0.189330, 0.972158, -0.132559, 0.038602", 0.418802, 0.072527
66, --position="0.004777, -0.014434, 0.151288" --orientation="0.666442, 0.720088, -0.128603, 0.144185", 0.145459, 0.008972
67, --position="0.020280, -0.068913, 0.133353" --orientation="0.794486, 0.606953, -0.019460, -0.004687", 0.359925, 0.072527
68, --position="0.038658, -0.100105, 0.136745" --orientation="0.997115, 0.003183, -0.055527, -0.051658", 0.144288, 0.072527
69, --position="-0.056143, -0.073444, 0.117515" --orientation="0.737432, 0.645080, 0.186443, 0.072827", 0.424085, 0.072527
70, --position="-0.035622, -0.167114, 0.046480" --orientation="0.211826, 0.804020, 0.544903, 0.108455", 0.643030, 0.072527
71, --position="-0.058889, -0.088963, 0.086451" --orientation="0.733765, 0.587832, 0.325328, 0.101014", 0.228840, 0.072527
72, --position="-0.082866, -0.070019, 0.092108" --orientation="0.721871, 0.563536, 0.336763, 0.218906", 0.504360, 0.072527
73, --position="0.001527, -0.021758, 0.154507" --orientation="0.628050, 0.758889, -0.062568, 0.160392", 0.131146, 0.008972
74, --position="0.028637, -0.034820, 0.149478" --orientation="0.930855, 0.339951, -0.066547, 0.116251", 0.307981, 0.064583
0, --position="-0.009669, -0.144951, 0.108140" --orientation="0.210024, 0.915160, 0.343654, 0.016528", 0.741096, 0.000000, best_grasp
0, --position="0.016806, -0.027324, 0.159793" --orientation="0.692963, 0.713000, -0.043187, 0.097811", 0.158876, 0.008972
1, --position="0.049710, -0.097937, 0.100158" --orientation="0.793831, 0.562111, -0.062259, -0.223579", 0.301947, 0.072527
2, --position="0.000004, -0.096070, 0.141440" --orientation="0.279933, 0.955996, 0.078091, 0.040143", 0.417344, 0.072527
3, --position="0.021358, -0.098965, 0.142374" --orientation="0.985126, -0.148295, -0.038287, -0.077906", 0.482321, 0.072527
4, --position="0.041672, -0.083472, 0.139426" --orientation="0.988562, 0.141918, -0.031098, 0.040453", 0.294754, 0.072527
5, --position="-0.040637, -0.166881, 0.055343" --orientation="0.234867, 0.819195, 0.507966, 0.125408", 0.627174, 0.072527
6, --position="0.002247, -0.126721, 0.122653" --orientation="0.986725, 0.001971, 0.025357, -0.160393", 0.265349, 0.072527
7, --position="0.021188, -0.076644, 0.158712" --orientation="0.994628, 0.102125, 0.012848, 0.010947", 0.065580, 0.016917
8, --position="0.006171, -0.076435, 0.163932" --orientation="0.857643, -0.511342, 0.054312, -0.005299", 0.272406, 0.072527
9, --position="-0.070113, -0.077883, 0.093275" --orientation="0.760382, 0.570066, 0.298122, 0.089258", 0.249472, 0.072527
10, --position="0.101612, -0.115021, 0.087392" --orientation="0.772060, 0.479062, -0.223388, -0.352875", 0.404899, 0.072527
11, --position="0.029413, -0.036819, 0.138991" --orientation="0.908176, 0.396396, -0.091596, 0.098468", 0.317539, 0.064583
12, --position="0.000269, -0.072074, 0.153874" --orientation="0.131932, 0.990279, -0.020483, 0.038997", 0.332680, 0.072527
13, --position="-0.065798, -0.062548, 0.104548" --orientation="0.759073, 0.551539, 0.270349, 0.215694", 0.484850, 0.072527
14, --position="0.044291, -0.039145, 0.132777" --orientation="0.842427, 0.516125, -0.116095, 0.102244", 0.475991, 0.064583
15, --position="0.015895, -0.099850, 0.105840" --orientation="0.683550, 0.721057, 0.085793, -0.074000", 0.242451, 0.072527
16, --position="0.058551, -0.043859, 0.156260" --orientation="0.978122, 0.157902, -0.111340, 0.077122", 0.162743, 0.008972
17, --position="0.015612, -0.065353, 0.136287" --orientation="0.921730, 0.387081, -0.014329, -0.019409", 0.176262, 0.072527
18, --position="0.034446, -0.067266, 0.158487" --orientation="0.991124, -0.114773, -0.053847, 0.040010", 0.238929, 0.072527
19, --position="-0.009669, -0.144951, 0.108140" --orientation="0.210024, 0.915160, 0.343654, 0.016528", 0.741096, 0.072527
20, --position="0.001626, -0.025395, 0.152850" --orientation="0.609915, 0.771579, -0.097756, 0.152028", 0.118178, 0.008972
21, --position="-0.028059, -0.110168, 0.124397" --orientation="0.358073, 0.911177, 0.177314, 0.100499", 0.524147, 0.072527
22, --position="-0.008063, -0.072295, 0.159155" --orientation="0.814297, 0.577378, 0.054590, 0.023996", 0.118162, 0.008972
23, --position="0.046984, -0.029470, 0.139701" --orientation="0.867546, 0.448200, -0.099027, 0.191506", 0.315345, 0.064583
24, --position="0.017522, -0.069403, 0.164884" --orientation="0.782039, -0.621847, 0.034183, 0.023512", 0.218180, 0.072527
25, --position="0.089057, -0.093933, 0.090523" --orientation="0.750904, 0.519705, -0.255403, -0.317521", 0.497337, 0.072527
26, --position="-0.073269, -0.074381, 0.092643" --orientation="0.733919, 0.575762, 0.319629, 0.166426", 0.396861, 0.072527
27, --position="0.036068, -0.068679, 0.130394" --orientation="0.777326, 0.626619, -0.042469, -0.036175", 0.177524, 0.072527
28, --position="0.036139, -0.032770, 0.135714" --orientation="0.868310, 0.466122, -0.115495, 0.124216", 0.390319, 0.064583
29, --position="-0.033073, -0.154124, 0.092211" --orientation="0.261593, 0.876927, 0.396069, 0.075480", 0.694340, 0.072527
